mortgage;life_ins;cre_card;deb_card;mob_bank;curr_acc;internet;perloan;savings;atm_user;markpl;age;cus_leng;response
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;Yes;60;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
No;No;No;Yes;No;No;No;Yes;No;No;No;60;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;from 3 to 7 years;No
Yes;Yes;No;No;No;Yes;No;Yes;Yes;No;No;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;60;more than 7 years;No
No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;60;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;60;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;No;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;from 3 to 7 years;No
No;No;No;Yes;No;No;No;No;No;Yes;No;60;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;No;No;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;No;Yes;No;No;No;No;No;No;No;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;No;Yes;No;No;No;No;No;Yes;No;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;No;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;No;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;60;from 3 to 7 years;No
No;Yes;Yes;No;No;Yes;No;No;No;No;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;No;60;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;60;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;60;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;60;from 3 to 7 years;No
No;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;No;60;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;60;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;No;Yes;61;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No;61;less than 3 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;61;from 3 to 7 years;No
No;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;No;No;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;61;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;61;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;61;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;61;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;61;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;61;more than 7 years;No
No;Yes;No;Yes;No;No;No;No;No;No;No;61;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;No;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No;61;from 3 to 7 years;No
No;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
No;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;from 3 to 7 years;No
No;Yes;Yes;No;No;Yes;Yes;No;Yes;No;No;61;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;No;No;No;61;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;61;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;from 3 to 7 years;No
No;Yes;Yes;Yes;No;No;No;No;No;Yes;No;61;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;61;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;61;more than 7 years;No
