Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
43285;83;35;77;0;1;0
33104;70;10;23;1;1;0
56172;64;0;74;0;1;0
83632;94;7;86;4;1;0
0;81;16;69;0;1;0
81439;90;25;40;1;2;0
55911;74;7;40;0;1;0
90456;71;26;40;0;2;0
0;64;13;11;0;3;0
55687;276;33;91;0;1;1
20978;98;19;96;1;1;1
82093;62;17;3;0;3;0
51944;156;12;96;0;1;0
78824;77;10;12;0;6;0
0;65;9;31;0;2;1
23091;96;28;90;5;5;1
24723;129;20;0;0;5;0
31998;69;31;70;0;1;0
80138;83;3;33;0;1;0
72916;80;25;72;0;1;0
0;65;5;63;2;2;0
0;91;16;63;0;1;0
0;170;10;74;0;5;0
44527;94;20;91;2;5;0
46655;82;27;20;0;1;0
0;67;10;50;2;2;0
26975;73;14;59;0;5;0
62900;62;3;12;0;2;0
14232;64;13;1;0;5;0
34200;70;27;15;0;1;0
0;77;13;57;0;9;0
22981;69;30;8;0;1;0
14616;107;22;73;0;3;0
0;74;4;30;0;1;0
88590;107;0;57;0;1;0
60445;65;8;53;0;8;0
40602;105;14;84;0;2;0
66795;64;14;71;0;2;0
37384;99;9;17;0;1;1
0;61;17;1;1;7;1
28264;61;22;12;4;6;0
33806;89;32;59;0;2;1
79980;91;22;75;0;3;0
64706;135;0;30;0;1;0
29660;112;29;71;0;1;0
26313;87;6;77;0;7;0
19861;93;27;21;0;1;0
75648;108;28;10;0;1;1
33992;194;15;46;1;2;0
0;109;19;49;2;2;0
25370;102;10;77;0;2;1
98036;113;18;92;0;2;0
40864;109;16;70;1;1;1
21150;116;8;1;0;4;0
49057;63;16;52;0;2;0
97658;76;7;82;1;3;0
0;109;10;70;0;1;0
25634;67;12;53;0;2;0
56154;67;6;26;0;4;0
90892;61;1;31;0;6;0
0;68;19;2;3;2;1
72960;68;11;17;1;5;0
0;73;4;71;1;8;0
54507;138;20;11;0;1;1
81190;92;9;87;0;1;0
28204;73;6;12;0;1;0
0;66;5;40;3;1;0
26441;66;32;20;0;1;0
42650;69;10;92;0;5;0
29195;68;2;46;0;1;0
22283;65;16;93;0;1;1
15383;61;10;36;0;4;0
16101;74;16;10;0;3;0
27681;83;13;62;0;9;1
72540;88;7;3;0;2;1
42780;181;11;43;2;5;0
57882;115;1;61;0;2;0
60060;67;24;12;0;1;0
61160;96;2;71;0;3;0
93416;62;5;16;0;6;0
83220;110;9;42;0;1;0
31226;93;31;68;0;2;0
66982;121;12;13;0;1;0
0;61;32;85;0;2;0
0;117;8;89;0;2;0
27354;86;2;13;1;7;0
61726;96;33;30;2;4;0
66839;154;33;24;0;1;1
60433;77;0;64;0;2;0
11538;82;35;22;0;2;0
67837;69;19;17;4;1;0
40032;118;1;50;2;7;0
41126;61;28;89;0;8;0
65176;62;24;32;0;1;0
34717;70;7;33;2;1;0
0;122;27;2;0;1;1
0;89;15;83;0;1;0
0;110;7;90;0;5;0
0;67;29;40;0;9;0
0;95;6;99;0;5;0
44379;83;10;12;1;8;0
0;94;3;40;0;1;0
82730;127;13;31;0;1;0
37995;139;16;50;0;1;1
0;73;9;28;2;2;0
85018;68;22;54;3;6;0
0;89;1;84;1;4;0
0;73;18;45;0;5;1
72109;105;31;34;0;2;0
67798;69;1;78;0;9;1
0;118;10;69;1;1;0
0;74;19;50;0;1;0
80714;72;18;12;0;1;0
38667;63;9;21;0;1;0
34430;117;16;51;0;8;0
83576;69;35;72;0;5;0
35625;65;10;56;1;3;1
85718;139;4;98;1;1;0
74454;71;25;29;0;3;1
66146;96;2;38;0;2;0
0;88;18;7;0;5;0
13215;74;30;17;1;3;0
62302;70;7;7;0;1;0
0;124;13;31;0;1;0
52583;113;12;59;0;7;1
22076;85;30;53;0;1;0
94527;73;16;32;0;3;0
34337;113;20;44;0;9;1
29053;181;34;52;0;1;0
0;68;2;82;0;2;0
62506;69;3;90;0;1;0
0;65;7;14;0;6;0
45404;70;13;11;2;6;0
28773;229;14;72;0;2;0
24019;79;14;27;0;1;0
0;71;6;65;0;1;0
23666;104;7;76;0;9;0
36794;99;0;75;0;1;0
25163;67;32;18;0;1;0
66156;72;11;66;0;6;0
0;76;7;84;0;2;0
10147;67;15;52;0;2;0
0;64;4;61;0;1;0
95765;61;14;80;0;3;0
60752;67;4;19;0;7;0
0;104;27;13;1;1;0
31058;67;5;19;5;1;0
13542;94;5;35;0;8;0
25270;99;34;87;0;2;0
24152;72;17;28;2;1;0
60282;102;23;87;0;2;0
40252;104;12;60;0;2;0
28142;105;18;50;0;1;1
95697;61;16;55;0;1;1
89771;67;10;9;2;1;0
79751;63;15;67;0;1;1
0;69;27;56;0;7;0
45032;77;13;35;0;3;0
62277;113;9;68;0;8;0
0;87;13;76;0;2;0
40525;73;3;27;0;1;0
26004;70;12;3;0;1;0
82399;77;18;15;3;9;0
28909;66;15;66;0;8;1
15323;128;30;61;0;1;0
79628;98;6;4;0;1;0
0;97;23;38;0;1;0
27769;121;24;78;0;6;0
16707;102;9;74;0;8;0
0;66;4;83;0;2;0
94395;83;23;1;0;1;0
84895;67;24;19;0;1;0
66661;119;23;41;0;2;0
0;62;26;30;0;1;0
31447;121;12;16;0;1;0
61987;125;24;4;0;1;0
42460;91;28;42;0;1;0
12811;150;27;0;2;1;0
44428;104;17;61;0;2;1
0;97;19;18;0;1;0
25221;103;10;41;5;1;0
44940;65;1;67;0;1;0
39192;71;7;11;0;1;0
0;68;6;50;0;2;0
42513;133;0;44;0;3;0
59821;193;12;6;0;2;0
22571;63;29;51;0;9;1
60021;99;12;28;0;1;1
58172;67;8;62;0;2;0
58299;105;24;22;1;1;0
25275;61;5;80;0;2;0
80807;109;1;73;0;2;0
52348;65;33;18;1;2;0
58843;68;1;96;0;2;0
58557;88;4;83;0;1;1
0;105;2;54;0;1;0
86599;73;32;89;0;1;0
52984;69;12;81;0;5;0
0;72;18;39;0;4;0
0;72;33;39;0;7;0
47778;96;2;81;0;7;0
33806;89;32;59;0;2;1
52018;78;17;37;3;7;0
24910;63;7;63;1;1;1
39135;91;8;56;0;2;0
0;97;31;58;0;3;0
0;133;7;42;0;4;0
0;78;32;66;0;5;0
28726;65;13;88;0;3;0
0;122;9;48;0;2;0
45356;90;31;30;0;3;0
87050;129;1;75;0;1;0
20705;171;8;12;1;3;0
52651;94;34;20;0;2;0
55270;63;35;67;0;2;0
46900;66;13;59;0;1;1
60500;110;27;92;0;2;0
43877;102;26;77;0;4;0
0;72;2;12;0;9;0
58488;73;29;15;2;2;0
29193;61;0;47;3;9;0
61108;89;22;93;0;2;1
23931;95;4;24;0;1;0
0;70;35;56;0;3;0
0;104;3;62;0;3;0
34628;71;21;31;0;1;0
74089;94;13;89;2;7;0
0;290;11;18;0;5;0
30493;62;15;56;1;2;0
89285;93;17;11;0;4;0
92147;77;25;27;2;1;0
39428;84;19;80;2;8;0
21542;103;18;37;0;2;0
0;72;30;26;0;8;0
23506;113;0;27;0;9;0
70811;100;14;8;0;7;0
0;78;21;23;3;3;0
82214;106;11;19;1;1;0
71401;73;15;82;0;3;0
46587;119;34;74;2;2;1
80046;132;4;42;0;4;0
76389;68;5;86;0;7;0
77235;87;2;68;0;5;0
38595;74;5;42;3;2;0
0;118;14;64;0;4;1
55359;83;28;73;0;1;0
79814;62;18;50;0;3;0
75277;70;2;48;3;1;0
78618;66;7;56;0;1;1
20123;63;7;47;0;3;0
88362;78;9;63;0;1;0
0;116;23;14;3;1;0
52782;85;20;61;4;1;0
0;137;19;30;0;1;0
22283;65;16;93;0;1;1
28848;96;22;54;0;7;0
0;64;24;1;0;1;0
54378;66;16;30;0;1;0
21827;67;18;53;0;8;0
20090;109;10;59;0;2;1
27750;297;28;25;1;1;0
57135;61;25;47;0;8;0
58580;61;5;53;0;3;0
60475;107;9;18;0;1;1
37937;116;11;42;0;5;1
70360;69;0;66;0;8;0
0;119;9;74;0;2;0
47509;66;28;73;0;1;0
27071;183;1;85;0;1;0
46546;99;9;64;0;2;0
32627;67;14;53;4;2;0
0;65;8;50;0;1;0
0;116;6;87;0;1;0
0;122;19;72;2;3;0
29177;64;5;20;2;5;0
88233;88;32;22;0;2;0
0;107;17;81;0;1;0
0;195;20;61;0;1;0
79189;95;20;50;0;1;0
41077;71;3;14;0;1;0
47048;118;0;37;0;3;0
45484;111;31;28;0;8;0
79453;115;11;47;0;1;0
88753;181;6;21;0;3;0
0;74;7;63;0;1;0
73945;78;21;76;0;8;0
14030;72;11;3;0;1;1
81799;68;23;97;0;1;0
23634;62;4;25;0;9;0
0;78;26;14;0;1;0
56334;65;35;72;0;3;0
23206;107;31;60;0;1;0
28140;85;23;5;0;1;0
0;63;4;52;0;2;1
0;88;16;8;0;2;0
14973;115;2;75;0;2;0
0;87;31;9;0;9;0
25884;69;18;36;3;9;0
11607;96;19;38;0;1;0
53691;67;13;48;0;2;0
89464;194;17;40;1;3;0
60596;71;20;78;4;3;0
43720;117;5;90;1;2;0
56980;84;33;70;0;7;0
0;68;5;36;0;2;0
0;67;0;71;1;3;0
63774;111;18;63;0;1;0
61650;88;8;2;0;2;0
31354;109;11;23;0;9;0
44190;74;17;40;0;3;0
38183;191;21;14;0;8;0
79751;63;15;67;0;1;0
0;64;3;53;1;7;0
12266;114;25;36;1;3;0
61807;70;0;96;0;1;0
11828;90;18;84;0;2;0
49945;70;21;65;0;2;0
28204;182;30;84;0;1;0
54726;219;30;69;0;1;0
43386;68;13;79;0;1;0
0;101;6;43;0;9;0
72302;66;6;27;0;1;0
71391;67;29;39;0;2;0
21606;71;21;22;3;1;0
74489;124;11;36;0;3;0
50549;61;2;73;0;7;0
0;195;9;33;1;5;0
0;139;5;56;0;2;0
0;105;3;92;0;1;0
35625;65;10;56;1;3;0
25370;116;21;64;0;3;0
51523;62;31;0;0;3;0
85058;137;34;82;0;2;0
0;125;10;43;0;9;0
27005;61;10;72;0;7;0
62808;66;33;37;0;4;0
88692;64;29;26;0;5;0
0;115;21;78;0;2;0
19064;98;23;35;1;7;0
0;88;16;80;0;6;0
60345;93;22;10;0;5;0
59592;84;8;49;0;1;0
15648;73;29;68;1;5;0
23904;123;1;67;3;1;1
90893;110;33;0;0;1;0
0;66;18;66;0;6;0
74001;84;16;0;0;2;0
28447;67;20;99;0;3;0
56586;100;33;86;0;1;0
0;172;5;33;0;1;0
19186;62;10;34;0;5;0
65348;110;35;58;0;2;0
0;84;18;25;1;4;1
0;109;28;96;0;2;0
0;99;0;71;0;1;0
0;91;21;23;0;3;0
18892;73;33;76;0;5;0
19066;103;5;61;0;2;0
95102;101;6;73;0;8;0
70263;93;30;66;0;5;1
0;122;15;47;0;9;1
18120;63;34;90;4;2;0
38169;62;18;82;0;2;0
64801;64;23;19;0;2;1
86036;90;8;20;3;2;0
0;101;16;59;0;1;0
31278;92;24;95;4;1;1
20053;62;2;24;1;2;0
71587;99;1;74;0;2;0
44368;80;5;72;0;3;1
76157;116;15;80;0;1;1
59183;113;11;91;0;5;0
91015;73;31;30;1;2;0
52774;66;16;26;4;2;0
37876;69;13;15;0;1;0
57938;101;6;36;0;3;0
26526;99;0;86;0;3;0
76608;62;2;2;0;1;0
0;194;23;34;0;7;0
48056;78;15;92;0;1;0
45428;109;2;46;1;3;0
89196;81;17;52;0;1;0
88893;86;5;63;0;9;0
0;97;20;9;4;7;0
92722;72;34;45;1;1;0
57693;76;16;56;0;3;0
53249;67;32;10;0;3;0
26304;63;22;93;0;1;0
0;70;34;10;0;2;0
71460;74;11;77;5;1;0
74454;71;25;29;0;3;0
96413;99;3;78;0;1;0
98542;90;1;93;0;2;0
43416;70;7;99;0;5;0
81182;64;3;45;0;8;0
79065;69;13;24;0;1;0
11721;102;2;56;2;2;0
82414;95;10;85;0;1;0
14533;63;4;20;0;2;0
0;73;15;59;0;1;0
52513;65;0;76;3;2;0
0;87;4;4;3;1;0
79487;114;20;87;0;1;0
57449;103;6;28;0;2;0
20181;66;8;66;2;3;0
73339;71;0;61;0;1;0
80969;217;1;80;0;3;0
74057;105;12;75;1;1;0
32225;66;23;90;0;2;0
60909;112;8;94;0;5;0
70999;63;5;70;0;3;0
75457;93;0;79;0;2;0
24059;112;31;17;0;1;0
56480;87;13;62;0;2;0
37586;63;29;90;0;2;0
97026;73;30;66;0;3;0
54010;69;5;89;0;1;0
87485;92;12;57;0;1;0
74583;118;31;20;0;4;0
0;64;25;25;0;8;0
21238;95;11;38;4;4;0
0;93;8;48;0;8;0
22283;65;16;93;0;1;0
58237;63;34;22;3;1;0
19864;63;22;96;0;1;0
57283;106;9;85;1;1;0
0;104;33;19;0;2;0
71656;137;3;88;0;8;0
0;94;33;95;0;1;0
41460;83;1;54;0;4;0
85165;101;8;81;0;2;0
0;111;10;75;0;1;0
36723;106;13;18;1;1;0
56980;84;33;70;0;7;0
32260;113;8;99;0;4;0
75644;65;5;68;3;9;0
92056;62;21;1;0;1;0
28524;62;26;45;0;9;0
0;61;2;54;2;1;0
28089;82;11;72;1;1;0
87020;74;6;84;0;8;0
27907;74;3;38;1;1;0
91811;70;1;85;0;1;0
0;111;21;20;0;8;0
69451;72;3;93;0;5;0
92427;64;2;48;2;3;0
0;69;8;24;0;6;0
44428;104;17;61;0;2;0
55842;109;4;26;0;3;0
52796;62;6;17;0;3;0
41775;109;11;80;0;2;0
0;66;6;71;2;1;0
34974;71;7;36;0;3;0
56457;73;27;68;0;2;0
39854;66;6;4;0;7;0
27839;65;20;54;5;1;0
88240;117;3;94;0;1;0
0;102;10;90;0;2;0
52693;129;1;0;0;5;0
65337;173;9;22;1;1;0
64014;63;26;27;0;7;0
0;61;17;1;1;7;0
35482;129;21;59;0;3;0
20951;65;2;50;0;5;0
0;62;22;46;0;3;0
39393;70;24;56;1;1;0
62912;69;9;89;0;2;0
33561;152;6;30;0;1;0
53055;112;30;30;2;3;0
0;63;24;89;0;2;0
55037;80;20;88;1;8;0
0;65;22;44;0;8;0
27587;103;14;34;1;2;0
29658;119;20;66;0;2;0
63633;68;16;21;1;8;0
23459;96;17;19;0;1;0
34498;83;30;72;0;7;0
28559;66;5;1;0;5;0
73740;64;23;3;0;3;0
0;125;23;64;0;1;0
25925;72;5;85;3;1;0
31725;76;31;9;0;5;0
49659;234;31;15;0;9;0
81197;109;2;42;0;2;0
43922;88;26;88;0;2;0
87123;69;13;87;0;2;0
0;66;15;24;0;2;0
68745;80;5;42;0;1;0
29815;95;35;18;0;2;0
53333;66;4;34;0;1;0
0;66;16;35;4;1;0
24661;196;6;28;0;7;0
95351;111;31;74;0;5;0
62088;64;6;28;2;4;0
0;122;15;47;0;9;0
31503;105;17;74;3;2;0
49078;97;10;3;0;2;1
28120;112;7;52;0;3;0
0;106;3;90;0;8;0
44369;77;7;35;3;1;0
15131;67;14;13;0;9;0
26890;65;28;37;0;4;0
45855;62;0;26;1;1;0
76358;66;25;3;0;2;1
45586;72;17;20;0;4;0
43267;78;8;10;0;2;0
0;82;15;20;0;2;0
46648;81;8;26;0;7;0
42406;77;15;49;0;1;0
50798;72;21;59;0;7;0
76358;66;25;3;0;2;1
13528;86;21;35;0;3;1
0;67;21;85;0;8;0
85023;85;4;69;0;1;0
0;62;20;9;0;7;0
74460;69;3;25;0;2;0
22932;62;2;97;0;1;0
54189;62;11;84;0;3;0
42247;74;4;52;0;1;0
0;96;31;85;0;1;0
0;117;3;33;0;9;0
36706;80;19;67;0;1;0
67899;66;5;31;1;6;0
0;61;4;68;0;2;0
41900;63;0;34;0;2;0
72786;76;10;9;0;2;0
60108;78;0;63;0;1;0
31433;100;5;23;0;2;0
27940;65;21;3;1;4;0
51246;122;4;89;0;1;0
56587;65;4;88;1;6;0
45025;69;35;85;1;1;0
0;132;13;47;0;3;0
22799;190;10;75;0;6;0
82601;66;9;38;0;3;0
22705;239;19;59;0;7;1
0;92;13;17;0;1;0
41212;95;13;27;0;1;0
0;70;3;94;0;2;0
21687;88;10;68;0;8;0
22571;63;29;51;0;9;1
72032;72;10;73;0;4;0
42570;128;5;52;0;2;0
62873;81;0;41;0;1;1
21370;77;1;35;0;2;0
66081;64;31;92;1;1;0
93854;87;18;41;0;9;0
19429;122;18;21;0;9;0
46879;86;3;62;2;3;0
36791;68;26;62;0;3;0
40211;106;5;98;2;6;0
48642;77;23;69;0;2;0
69063;115;12;65;0;3;0
87455;71;10;46;0;1;0
80101;79;16;8;0;3;0
0;61;13;81;1;1;0
51817;129;20;78;4;2;0
31561;68;8;62;0;7;0
64640;73;5;94;2;1;0
64220;107;3;86;0;7;0
33580;62;17;77;0;3;0
0;64;10;15;0;5;0
0;65;9;31;0;2;1
0;67;0;79;0;3;0
43318;66;35;28;0;5;0
83869;81;10;23;0;1;0
43875;78;18;33;0;5;0
59016;92;3;65;0;1;0
70793;69;32;1;0;1;0
24164;137;2;40;0;5;1
29133;104;27;76;0;1;0
81082;73;5;85;0;4;1
0;65;17;41;0;2;0
21277;66;1;42;0;9;0
16924;226;23;69;0;1;0
10540;115;33;76;0;3;0
0;133;4;58;0;3;0
62873;81;0;41;0;1;1
98623;211;17;69;0;9;0
37876;69;13;15;0;1;1
77469;109;2;98;1;2;0
30535;66;22;18;0;2;0
0;67;17;4;0;4;0
39310;61;5;89;0;3;0
27229;99;20;9;0;2;0
41418;112;17;80;0;2;0
67840;112;34;56;0;5;0
0;80;24;20;0;7;0
23091;96;28;90;5;5;1
69468;67;2;3;0;3;0
74143;114;1;61;0;6;0
65165;126;14;18;1;1;0
50537;165;10;35;0;1;0
72608;82;26;19;3;8;1
26312;110;29;19;1;2;0
56900;68;11;34;0;1;0
60707;70;2;24;0;1;0
67276;61;7;74;0;2;0
30865;104;33;31;0;7;0
79487;114;20;87;0;1;1
0;84;18;25;1;4;1
0;62;18;75;0;3;0
41098;96;3;15;0;2;0
89158;67;34;71;0;6;0
99612;70;14;20;0;1;0
0;194;22;79;0;1;0
94885;86;18;10;3;1;0
78352;74;33;3;0;7;0
43460;63;4;18;0;3;0
46587;119;34;74;2;2;1
21236;123;3;12;0;1;0
0;106;15;30;0;1;0
0;65;11;52;0;1;0
0;68;35;65;0;7;0
28432;118;1;59;0;2;1
65167;131;22;85;0;1;0
33700;62;26;72;0;3;0
0;105;14;21;0;7;0
13663;97;1;66;0;2;1
0;131;4;49;0;9;0
0;84;19;26;2;4;0
0;82;1;13;0;2;0
65933;108;23;16;0;5;0
0;128;11;57;0;2;0
28663;66;23;34;0;1;0
78092;84;34;13;0;1;0
57693;76;16;56;0;3;1
19614;85;21;32;0;2;1
23235;99;28;71;0;4;0
79528;64;2;39;0;2;0
0;136;10;41;0;2;0
23253;61;20;49;0;1;0
40571;100;19;56;2;2;0
60668;138;18;92;0;1;0
61776;73;9;61;3;6;0
38820;99;29;59;0;1;0
47285;63;7;3;0;1;0
0;62;13;21;0;8;0
78310;192;34;18;1;2;0
26222;62;23;18;0;1;0
0;79;21;53;1;7;1
83926;181;31;88;0;1;0
24124;91;24;52;0;3;0
28879;106;6;9;0;2;0
0;112;26;27;0;1;0
12964;65;2;37;0;4;1
0;115;22;65;0;2;0
88105;86;5;26;0;2;0
66524;74;15;8;4;1;0
27398;68;4;39;1;1;0
37759;108;9;51;0;5;0
45743;96;15;81;0;2;0
54183;70;1;91;0;1;0
46900;66;13;59;0;1;1
59803;90;21;0;0;2;0
53787;104;20;77;0;1;0
35095;73;25;56;0;2;1
0;67;21;60;0;5;0
0;217;14;40;1;2;0
30845;116;3;89;1;2;0
23665;67;19;50;0;2;1
92107;88;7;38;0;5;0
62464;109;23;45;0;4;1
69991;65;27;44;0;7;0
23904;123;1;67;3;1;1
0;96;31;34;0;1;1
83894;110;6;46;0;2;0
88340;102;16;1;0;2;1
0;125;6;61;0;2;1
39602;64;15;59;0;2;0
25905;63;21;12;0;1;1
24626;108;19;3;0;2;0
59732;94;0;54;0;1;0
36898;169;14;36;1;3;0
92864;123;13;60;0;1;0
0;66;6;71;2;1;1
93752;64;34;24;0;3;0
21156;89;2;32;0;8;0
67206;90;9;69;0;9;0
85654;76;8;46;0;3;0
59325;83;20;76;0;2;0
13528;86;21;35;0;3;1
0;63;0;88;1;2;0
0;165;12;82;1;2;0
75333;90;15;44;1;1;0
61108;72;27;84;0;6;0
27083;73;15;58;1;1;0
68997;63;3;26;0;2;0
33451;67;0;1;0;1;0
21500;115;14;44;0;1;0
26487;112;0;82;0;3;0
74713;70;20;67;0;1;0
0;70;8;74;0;3;0
85607;66;26;1;0;3;0
44891;83;12;75;0;6;0
89061;103;19;88;0;3;0
0;198;4;31;0;9;0
63774;111;18;63;0;1;1
93308;92;20;56;0;1;0
10375;66;10;95;0;2;0
85950;69;5;61;0;1;0
33402;109;7;66;0;4;0
18129;71;23;59;0;1;0
0;66;29;58;0;8;0
0;65;24;45;1;4;0
20396;76;15;60;1;4;1
13376;108;13;75;0;4;0
32517;94;11;53;3;3;0
28651;67;4;25;0;2;0
64964;66;9;84;0;5;0
34112;77;32;68;0;6;0
0;108;32;49;3;1;0
81145;92;34;92;0;8;0
39894;134;23;87;0;2;0
52447;90;5;57;0;7;0
0;69;31;69;2;2;0
35398;71;26;41;0;7;0
26239;65;11;39;0;2;0
0;70;4;64;0;7;0
83013;103;2;75;0;2;0
0;190;9;67;0;7;0
86205;223;8;67;0;8;0
50414;69;25;34;0;1;0
37496;65;1;36;0;2;0
24224;71;7;64;0;1;0
62338;92;9;61;0;4;0
63483;83;4;84;0;3;0
0;70;24;58;0;1;0
38113;73;4;34;0;2;0
38676;72;24;33;0;2;0
20200;65;3;51;3;1;0
29038;69;14;61;0;1;0
23179;91;11;79;0;9;0
56598;88;29;29;0;2;0
0;76;11;38;0;1;0
46988;195;8;69;0;1;0
20978;98;19;96;1;1;1
0;63;5;7;0;1;0
59130;117;21;7;0;2;0
31572;70;14;95;3;3;0
0;72;21;65;0;3;0
32646;119;25;84;0;1;0
51791;181;10;46;1;1;0
70828;62;8;18;0;4;0
40903;61;12;5;0;1;0
0;106;19;67;1;3;0
24031;66;32;37;0;3;0
84927;112;27;83;0;1;0
0;72;20;11;0;2;0
23893;73;19;21;0;1;0
71255;138;28;16;0;4;0
37697;112;35;8;0;1;0
33746;106;29;23;0;2;0
70263;93;30;66;0;5;1
43367;118;6;20;0;1;0
0;81;26;23;0;1;0
0;66;12;20;1;4;0
11432;119;11;9;0;2;1
67249;86;25;4;0;1;0
76839;68;12;85;0;3;0
71210;214;8;89;1;2;1
49447;119;9;48;2;1;0
98713;65;3;91;0;2;0
26094;67;16;84;0;1;0
26990;65;9;60;1;2;0
46644;84;34;19;0;1;0
33462;72;12;9;0;1;0
66880;71;7;54;0;1;0
88680;66;5;66;0;2;0
0;79;4;78;0;4;0
75132;93;7;33;2;1;0
0;122;15;47;0;9;1
56617;74;18;24;0;3;0
75638;83;6;52;4;2;0
24982;109;20;52;4;7;0
40348;83;6;56;0;1;0
24083;63;22;2;1;2;0
81538;66;3;46;0;1;0
62873;81;0;41;0;1;1
66245;145;22;58;0;2;0
0;102;22;20;0;2;0
26303;165;16;47;0;1;0
58620;71;11;51;0;2;0
18375;103;8;50;0;1;1
30944;92;15;46;0;1;0
59630;185;9;67;0;1;0
53957;184;19;80;0;1;0
44385;97;6;31;0;7;0
0;119;1;58;0;7;0
25561;163;3;25;0;2;0
85956;145;0;85;0;1;0
0;61;26;79;1;1;0
37406;122;23;38;1;1;0
39053;114;5;66;0;1;0
24475;84;11;55;3;1;0
92296;69;4;65;0;1;1
29484;93;19;51;0;2;0
0;114;19;50;0;3;0
48088;94;25;73;0;4;0
21366;63;20;47;0;3;0
17101;113;1;88;0;2;1
0;64;3;59;0;4;0
26802;66;7;43;1;5;1
89025;64;32;10;0;2;0
0;104;23;76;0;1;0
52228;220;29;72;1;8;0
0;126;13;91;0;1;0
0;63;11;30;0;1;0
83086;71;1;43;3;3;0
53214;91;21;76;0;3;0
51643;283;16;43;0;1;1
73168;70;21;50;0;3;1
0;298;26;94;0;1;0
0;90;1;94;0;2;0
61246;110;24;21;0;3;0
32762;112;26;74;0;2;0
0;69;21;54;5;3;0
0;133;9;85;0;1;0
0;126;12;4;0;2;1
64127;71;31;19;0;2;0
0;67;9;54;0;2;0
16794;96;7;31;0;2;0
31930;83;19;30;0;2;0
74918;85;13;74;0;1;0
70742;124;3;64;1;1;0
64801;64;23;19;0;2;1
48829;64;23;70;1;1;0
73853;89;7;35;0;1;0
0;99;25;23;0;2;0
66844;70;11;80;4;5;0
11904;61;34;11;2;3;1
56869;83;25;34;3;1;0
0;67;3;54;0;1;0
0;68;20;44;1;7;0
59325;71;13;75;0;3;0
0;115;19;60;0;9;0
0;112;30;29;1;3;0
25927;103;6;20;0;1;1
0;71;31;79;0;1;0
83073;71;15;46;0;3;0
0;73;14;36;2;1;0
0;87;4;4;3;1;1
0;72;17;11;1;3;0
35301;74;23;68;0;7;0
21829;111;6;59;0;3;0
15142;116;7;5;0;3;0
0;71;28;76;0;2;0
58498;67;6;1;3;1;0
64592;64;12;57;0;1;0
80306;71;11;12;0;1;0
29105;117;28;31;0;1;0
47137;84;5;11;0;5;0
0;62;5;54;0;1;0
0;109;19;2;0;3;0
0;100;27;58;0;2;0
66711;86;25;92;0;1;0
48943;65;17;50;0;2;0
0;71;20;48;0;1;0
34807;73;8;90;0;1;0
52583;113;12;59;0;7;1
0;111;6;51;0;4;0
92589;65;29;20;0;9;0
96689;103;34;80;0;5;0
0;73;28;19;0;2;0
76594;122;26;9;1;1;0
83777;112;18;74;0;1;0
20954;78;15;27;0;1;0
84491;110;0;0;0;1;0
89451;63;11;2;0;1;1
85132;106;0;60;5;3;0
11193;114;2;88;0;6;0
28806;61;13;90;0;1;0
76184;111;23;19;0;3;0
66429;136;35;93;0;1;1
43278;68;10;10;0;1;0
13528;86;21;35;0;3;1
74015;72;12;61;0;6;1
54507;138;20;11;0;1;1
0;119;3;52;5;2;0
72302;66;6;27;0;1;1
14606;72;2;94;5;4;0
0;68;21;59;0;7;0
43406;187;6;49;0;1;0
60426;62;0;97;0;2;0
26334;71;9;94;0;3;0
22514;80;22;96;0;2;0
76114;88;6;97;0;1;0
48791;62;27;0;3;1;0
65605;111;2;72;2;7;0
69259;63;3;30;0;1;0
0;64;16;42;1;5;0
0;62;0;5;0;2;0
90969;65;7;22;0;2;0
50180;77;30;93;3;1;0
41991;67;14;75;0;3;0
71391;67;29;39;0;2;1
0;61;17;1;1;7;1
70725;70;2;0;0;2;0
36650;69;2;70;1;1;1
54194;119;9;90;1;1;0
23554;61;12;17;0;6;0
62464;109;23;45;0;4;1
71888;115;14;33;0;4;0
80846;65;9;32;0;9;0
0;67;7;84;0;5;0
11432;119;11;9;0;2;1
39017;170;10;4;2;3;0
0;108;7;54;0;4;0
73769;61;24;84;0;6;0
58557;88;4;83;0;1;1
0;91;12;6;0;1;0
48367;161;10;34;0;2;0
39718;65;1;55;2;1;0
0;96;31;64;1;3;0
43358;61;2;83;0;6;0
83873;76;5;36;1;1;0
22361;95;15;42;0;2;0
70061;99;2;57;0;3;0
0;73;6;19;0;2;0
65742;79;6;0;0;1;0
23665;67;19;50;0;2;1
66457;95;2;76;0;1;0
82634;104;8;74;0;3;0
0;69;11;60;0;1;0
0;70;24;10;0;1;1
29735;69;3;92;0;1;1
61417;65;6;35;0;7;0
0;105;3;12;0;4;0
43846;65;16;33;1;1;0
0;67;33;54;0;2;0
33775;61;24;95;0;1;0
96988;77;1;60;0;3;0
0;114;26;34;0;7;0
81945;68;19;45;0;9;0
0;65;24;47;0;1;0
19019;186;7;46;0;1;0
62579;72;33;53;0;1;0
46587;119;34;74;2;2;0
0;81;26;58;0;1;0
0;78;15;47;0;2;0
0;135;1;98;0;9;0
0;66;1;61;0;9;0
29327;118;26;21;0;1;0
81081;96;32;34;1;2;0
